"date_of_notice","card_date","month_year","date_of_notice_additional_info","event_number","rapid_response_specialist","reason_stated_for_filing","company","address","location","county","wdb_name","region","contact","phone","business_type","number_affected","raw_number_affected","rescission_amend","total_employees","raw_total_employees","not_affected","layoff_date","closing_date","reason_for_dislocation","fein_num","union","classification_and_additional_info"
"2022-02-22","February 22, 2022","February 2022",NA,"2021-0056","Mike Clark","Plant Closing","WB Frozen US LLC (formerly Weston Foods US LLC) Frankfort Bakery","178 Industrial Park Drive","Herkimer |Wdb Name: Hmo | Region: Mohawk Valley Region","Herkimer","Hmo","Mohawk Valley Region","Violet Pearce, Director of Human Resources","(315) 735-5000","Premier bakery partner/ baking solutions","206",206,206,"206",206,0,"The Frankfort Bakery facility will be permanently closing effective May 23, 2022 affecting a total of 206 employees.","May 23, 2022","Company restructuring","35-1134102","The employees are not represented by a union.","Plant Closing"
"2022-02-08","February 8, 2022","February 2022",NA,"2021-0051","Elias Flores","Plant Closing","Peloton Interactive Inc.","300 East Sandford Blvd","Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region","Westchester","Westch/Ptnm","Mid-Hudson Region","Shari Eaton, SVP, Global Head of People","(401) 710-1428","American exercise equipment and media company","75",75,75,"----",NA,NA,"Permanent separations affecting 75 employees will occur on May 9, 2022.","February 8, 2022","Economic","47-3533761","The employees are not represented by a union.","Plant Closing"
"2021-08-18","August 18, 2021","August 2021","And 8/26/2021 Amendment: 2/1/2022","2021-0009","Stuart Goldberg","Plant Closing","Aclara Smart Grid Solutions, LLC","1970 Pitkin Ave","Kings, Bronx |Wdb Name: New York City | Region: New York City","Kings, Bronx","New York City","New York City","Bette Jacques, Director of Human Resources","(603) 749-8224","Utilities management","565 (total employees at both sites)",565,565,"565",565,0,"Permanent separation for one (1) employee will be postponed from the 14-day period commencing on 1/14/2022 to the 14-day period commencing on 2/18/2022, and permanent separations for 246 employees will be postponed from the 14-day period commencing on 1/21/2022 to the 14-day period commencing on 2/18/2022.","The Brooklyn site closed 12/31/2021. Closing date is to be determined for the Bronx site.","Completion of stand-alone project","35-2547202","Communications Workers of America (""CWA""), Local 1109","Plant Closing"
"2022-02-08","February 8, 2022","February 2022",NA,"2021-0052, 2021-0053","Frederick Danks","Plant Layoff/Plant Closing","Peloton Interactive Inc.","","Nassau |Wdb Name: Hempstead, Oyster Bay | Region: Long Island","Nassau","Hempstead, Oyster Bay","Long Island","Shari Eaton, SVP, Global Head of People","(401) 710-1428","American exercise equipment and media company","112 (total affected at both Long Island sites)",112,112,"143",143,31,"Permanent separations affecting 112 employees will occur on May 9, 2022.","February 8, 2022 (Port Washington site)","Economic","47-3533761","The employees are not represented by a union.","Plant Layoff/Plant Closing Peloton Interactive Inc. sites: 2021-0052: 85 Harbor Road, Port Washington, NY 11050 (50 affected employees, Plant Closing) 2021-0053: 855 Sea Lane, Farmingdale, NY 11735 (62 affected employees, Plant Layoff, 31 remaining on site)"
"2022-01-28","January 28, 2022","January 2022",NA,"2021-0049","Roy Jewel","Plant Closing","The Fund for the City of New York","CCI Upstate Office","Syracuse |Wdb Name: Onondaga | Region: Central Region","Syracuse","Onondaga","Central Region","Jill Borrero, Vice President of Finance and Operations","(212) 925-6675","Non-profit organization mandated to improve the quality of life for all New Yorkers.","14",14,14,"14",14,0,"The Fund for the City of New York will cease operating a Center for Court Innovation partner project site in Syracuse. The Fund is permanently terminating the employment of 14 employees at one office effective April 30, 2022. It is important to note that Justice Innovation, Inc., has agreed to offer all Fund employees who are still employed at the Office as of April 30, 2022, employment effective as of May 1, 2022.","4/30/2022","CCI has formed its own nonprofit organization called Justice Innovation, DBA CCI. Justice Innovation will be taking over all CCI functions from the Fund effective May 1, 2022.","13-2612524","The employees are not represented by a union.","Plant Closing"
"2022-01-28","January 28, 2022","January 2022",NA,"2021-0050","Elias Flores","Plant Closing","Transit Management of Dutchess County (subsidiary of First Transit, Inc.)","14 Commerce Street","Dutchess |Wdb Name: Dutchess | Region: Mid-Hudson Region","Dutchess","Dutchess","Mid-Hudson Region","Cristin Tolen, Regional Vice President, First Transit, Inc.","(410) 370-8174","Business management consultant","93",93,93,"93",93,0,"The current transit management agreement between Dutchess County and First Transit expires on 4/30/2022 and First Transit has decided not to submit a bid in response to the recent RFP released by Dutchess County and, therefore, effective 5/1/2022, will no longer manage Dutchess County Public Transit. This closing will affect a total of 93 employees and permanent separations are expected to occur on 4/30/2022.","4/30/2022","Expiration of contract.","26-3836819","Teamsters Local 445","Plant Closing"
"2022-01-28","January 28, 2022","January 2022",NA,"2021-0046","Stuart Goldberg","Plant Closing","The Fund for the City of New York (several Center for Court Innovation partner project","sites-New York City)","New York, Queens, Bronx, Richmond. Kings|Wdb Name: New York City | Region: New York City","New York, Queens, Bronx, Richmond. Kings","New York City","New York City","Jill Borrero, Vice President of Finance and Operations","(212) 925-6675","Non-profit organization mandated to improve the quality of life for all New Yorkers","752",752,752,"752",752,0,"The Fund for the City of New York will cease operating several Center for Court Innovation partner project sites in NYC. The Fund is permanently terminating the employment of 752 employees at these offices effective April 30, 2022. It is important to note that Justice Innovation, Inc., has agreed to offer all Fund employees who are still employed at the Offices as of April 30, 2022, employment effective as of May 1, 2022","4/30/2022","CCI has formed its own nonprofit organization called Justice Innovation, DBA CCI. Justice Innovation will be taking over all CCI functions from the Fund effective May 1, 2022.","13-2612524","The employees are not represented by a union.","Plant Closing The Fund for the City of New York City sites:"
"2022-01-28","January 28, 2022","January 2022",NA,"2021-0047","Frederick Danks","Plant Closing","The Fund for the City of New","Nassau County District Court","Nassau |Wdb Name: Hempstead | Region: Long Island","Nassau","Hempstead","Long Island","Jill Borrero, Vice President of Finance and Operations","(212) 925-6675","Non-profit organization mandated to improve the quality of life for all New Yorkers","1",1,1,"1",1,0,"The Fund for the City of New York will cease operating a Center for Court Innovation partner project site in Hempstead. The Fund is permanently terminating the employment of one employee at one office effective April 30, 2022. It is important to note that Justice Innovation, Inc., has agreed to offer all Fund employees who are still employed at the Office as of April 30, 2022, employment effective as of May 1, 2022.","4/30/2022","CCI has formed its own nonprofit organization called Justice Innovation, DBA CCI. Justice Innovation will be taking over all CCI functions from the Fund effective May 1, 2022.","13-2612524","The employees are not represented by a union.","Plant Closing"
"2022-01-28","January 28, 2022","January 2022",NA,"2021-0048","Elias Flores","Plant Closing","The Fund for the City of New York","Westchester Family Court","Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region","Westchester","Westch/Ptnm","Mid-Hudson Region","Jill Borrero, Vice President of Finance and Operations","(212) 925-6675","Non-profit organization mandated to improve the quality of life for all New Yorkers","2",2,2,"2",2,0,"The Fund for the City of New York will cease operating a Center for Court Innovation partner project site in Westchester. The Fund is permanently terminating the employment of two employees at one office effective April 30, 2022. It is important to note that Justice Innovation, Inc., has agreed to offer all Fund employees who are still employed at the Office as of April 30, 2022, employment effective as of May 1, 2022.","4/30/2022","CCI has formed its own nonprofit organization called Justice Innovation, DBA CCI. Justice Innovation will be taking over all CCI functions from the Fund effective May 1, 2022.","13-2612524","The employees are not represented by a union.","Plant Closing"
"2022-01-28","January 28, 2022","January 2022",NA,"2021-0045","Frederick Danks","Plant Closing","Slantco Manufacturing Co. Inc.","40 Garvies Point Road","Nassau |Wdb Name: Oyster Bay | Region: Long Island","Nassau","Oyster Bay","Long Island","Charles Famoso, Chief Financial Officer","(516) 484-2610 Ext: 215","Heating equipment supplier","16",16,16,"17",17,1,"Permanent separations will occur on 5/15/2022 (15) and on 6/10/2022 (1). The remaining employee will be permanently separated on 6/15/2022.","6/10/2022, the entire facility is closing.","Due to the ceasing of the company’s production and other aspects of its baseboard lines operations.","11-2340069","Local 485, International Union of Electrical Workers-Communication Workers Of America (IUE-CWA)","Plant Closing"
"2021-12-22","December 22, 2021","December 2021","Amendment: 1/28/2022","2021-0037","Frederick Danks","Plant Unit Closing","Slant/Fin Corporation","100 Forest Dr #1295","Nassau |Wdb Name: Oyster Bay | Region: Long Island","Nassau","Oyster Bay","Long Island","Charles Famoso, Chief Financial Officer","(516) 484-2610 Ext: 215","Heating equipment supplier","87",87,87,"250",250,163,"An additional 19 employees will be permanently separated on 4/30/2022 (18) and on 6/15/2022 (1) due to the ceasing of the company’s production and other aspects of its baseboard lines operations. Initial separations will begin on 3/31/2022.","3/31/2022; The entire facility is not closing.","Cessation of the manufacturing of baseboard products in Greenvale.","11-1605575","Local 485, International Union of Electrical Workers - Communication Workers of America (IUE-CWA)","Plant Unit Closing"
"2022-01-25","January 25, 2022","January 2022",NA,"2021-0043","Elias Flores","Plant Closing","Easter Seals NY Monticello site Project Excel","22 St. John Street","Sullivan |Wdb Name: Sullivan | Region: Mid-Hudson Region","Sullivan","Sullivan","Mid-Hudson Region","Shawn McCurley, Director, Human Resources","(401) 854-9261","Provides exceptional services, education, outreach, and advocacy","46",46,46,"46",46,0,"Easter Seals New York, Inc. will be permanently terminating its operations of the Easter Seals NY Monticello site Project Excel effective 6/30/2022, or within 14 days of that date.","6/30/2022","Easter Seals New York has made the decision to terminate its lease with the Monticello Central School District and to close its Project Excel program due to ongoing operational challenges.","13-5596808","Civil Service Employees Association Local 1000, AFSCME, AFL-CIO","Plant Closing"
"2022-01-25","January 25, 2022","January 2022",NA,"2021-0042","Elias Flores","Plant Closing","City Carting of Westchester, Inc.","","Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region","Westchester","Westch/Ptnm","Mid-Hudson Region","Robert G. Oxer, Company President","(914) 423-0420","Waste Management","80",80,0,"80",80,0,"End of business day on 4/25/2022.","Per the terms of the Stipulation, City Carting of Westchester, Inc. will not be authorized to engage in the waste management business after April 26,2022, unless such authority is extended by the SWC.","The layoffs will be the result of a Stipulation of Settlement that resolves a proceeding commenced by the Westchester County Solid Waste Commission (SWC).","72-1564206","Private Sanitation Union Local 813","Plant Closing City Carting of Westchester, Inc. sites: 1 A, Stew Leonard Dr, Yonkers, NY 10710 (72 employees) 167 ROA Hook Rd., Cortlandt Manor, NY 10567 (2 employees) 41 Brockway Place, White Plains, NY, 10601 (3 employees) 10 Kimball Place, Mt. Vernon, NY, 10550 (3 employees)"
"2021-12-29","December 29, 2021","December 2021",NA,"2021-0041","Stuart Goldberg","Temporary Plant Closing","Brooklyn Food & Arts, LLC (at The Norm Restaurant inside the Brooklyn Museum)","200 Eastern Parkway","Kings |Wdb Name: New York City | Region: New York City","Kings","New York City","New York City","Julie Vallo, Human Resources Manager","(732) 682-1906","Restaurant","14",14,14,"14",14,0,"12/26/2021","12/26/2021","Due to the recent spike in COVID-19 cases","47-4231167","UniteHere Local 100","Temporary Plant Closing"
"2022-01-11","January 11, 2022","January 2022",NA,"2021-0040","Corinda Clark","Plant Closing","Hillside Children’s Center- Stillwater Campus","638 Squirrel Hill Rd","Broome |Wdb Name: Broome/Tioga | Region: Southern Region","Broome","Broome/Tioga","Southern Region","Theresa Gringer, (Interim) Chief HR Officer","(585) 764-8226","Residential Mental Health and Substance Abuse Facilities","43",43,43,"52",52,9,"Permanent separations for 43 employees will occur on or before March 31, 2022. Remaining community-based employees will be reassigned to other sites.","3/31/2022","Economic","16-1493407","The employees are not represented by a union.","Plant Closing"
"2022-01-06","January 6, 2022","January 2022",NA,"2021-0039","Michele Taylor","Plant Closing","Transportation Insight, LLC (Phase 3)","5251 Shawnee Road","Niagara |Wdb Name: Niagara | Region: Western Region","Niagara","Niagara","Western Region","Bryan Rueger, VP People & Talent","(828) 485-5237","Provides logistics and transportation services","10",10,10,"45",45,35,"A third phase of an additional nine (9) employee separations will occur on 4/8/2022. One employee separation (from Phase 2) will be postponed from 2/18/2022 to 4/8/2022.","The full closure is expected to be completed shortly after Phase 3 separations.","Business acquisition and consolidation of operations","56-2197884","The employees are not represented by a union.","Plant Closing"
"2021-09-28","September 28, 2021","September 2021","Amendment: 1/6/2022","2021-0022","Michele Taylor","Plant Closing","Transportation Insight, LLC (Phase 2)","5251 Shawnee Road","Niagara |Wdb Name: Niagara | Region: Western Region","Niagara","Niagara","Western Region","Bryan Rueger, VP People & Talent","(828) 485-5237","Provides logistics and transportation services","5",5,5,"45",45,40,"One employee separation (from Phase 2) will be postponed from 2/18/2022 to 4/8/2022.","The full closure is expected to be completed shortly after Phase 3 separations which are expected to occur on 4/8/2022.","Business acquisition and consolidation of operations","56-2197884","The employees are not represented by a union.","Plant Closing"
"2021-12-06","December 6, 2021","December 2021",NA,"2021-0038","Stuart Goldberg","Plant Unit Closing","Credit Suisse Securities (USA) LLC","11 Madison Ave","New York |Wdb Name: New York City | Region: New York City","New York","New York City","New York City","Marijane Zona, Director, HR Business Partner","(212) 538-2849","Securities and Commodity Contracts Intermediation and Brokerage Industry","69",69,69,"69",69,0,"The first permanent separations for 69 employees will occur on 3/6/2022.","The business will be closing its Prime Services division by 8/1/2022.","Wind down of its Prime Services division","13-1898818","The employees are not represented by a union.","Plant Unit Closing"
