date_of_notice,card_date,month_year,date_of_notice_additional_info,event_number,rapid_response_specialist,reason_stated_for_filing,company,address,location,county,wdb_name,region,contact,phone,business_type,number_affected,raw_number_affected,rescission_amend,total_employees,raw_total_employees,not_affected,layoff_date,closing_date,reason_for_dislocation,fein_num,union,classification_and_additional_info
4/27/21,27-Apr-21,Apr-21,NA,"2020-0456, 2020-0457, 2020-0458","Mike Clark, Elias Flores, Jacqueline Huertas",Plant Closing,"HMS Host Family Restaurants, Inc.",County: Oneida |WDB Name: HMO | Region: Mohawk Valley Region,Oneida |Wdb Name: Hmo | Region: Mohawk Valley Region County: Ulster-Rockland |Wdb Name: Ulster-Rockland | Region: Mid-Hudson Region County: Schenectady |Wdb Name: Capital District | Region: Capital Region,Oneida,Hmo,Mohawk Valley Region County: Ulster-Rockland |WDB Name: ULSTER-ROCKLAND | Region: Mid-Hudson Region County: Schenectady |WDB Name: CAPITAL DISTRICT | Region: Capital Region,"Stephanie Jones, HR Director",(813) 326-5052,Food Service,164,164,164,----,NA,NA,"The business will be permanently closing its operations at Oneida, Ulster, Pattersonville and Sloatsburg (Travel Plaza), located on the NY Thruway, as a result of the expiration of its contract with the New York State Thruway Authority. Consequently, 164 employees at the Travel Plazas will be separated between 7/29/2021 and 8/11/2021, but most likely at the close of business on 7/29/2021.","7/29/2021 Note: After the Company closes its operation, the Travel Plaza will be operated by Applegreen. Applegreen has expressed its intent to hire as many HMS Host associates at the Travel Plaza as possible upon assuming control of the operations at the Travel Plaza.",Expiration of contract,52-1176118,The employees are not represented by a union.,"Plant Closing HMS Host Family Restaurants, Inc. sites: 2020-0456: Oneida Travel Plaza on NY Thruway, 5365 State Rt #233 Mile Post 244 E. NY State Thruway, Westmoreland, NY 13490 (42 employees affected) 2020-0457: Ulster Travel Plaza on NY Thruway, Mile Post 96 South NY State Thruway, Ruby, NY 12475 (31 employees affected) Sloatsburg Travel Plaza on NY Thruway, Mile Post 33 NY State Thruway, Sloatsburg, NY 10974 Sloatsburg: (46 employees affected) 2020-0458: Pattersonville Travel Plaza on NY Thruway, HMSHOST Rd #2 Milepost 168N NY State Thruway, Pattersonville, NY 12137 (45 employees affected)"
4/27/21,27-Apr-21,Apr-21,NA,"2020-0456, 2020-0457, 2020-0458","Mike Clark, Elias Flores, Jacqueline Huertas",Plant Closing,"HMS Host Family Restaurants, Inc.",County: Oneida |WDB Name: HMO | Region: Mohawk Valley Region,Oneida |Wdb Name: Hmo | Region: Mohawk Valley Region County: Ulster-Rockland |Wdb Name: Ulster-Rockland | Region: Mid-Hudson Region County: Schenectady |Wdb Name: Capital District | Region: Capital Region,Oneida,Hmo,Mohawk Valley Region County: Ulster-Rockland |WDB Name: ULSTER-ROCKLAND | Region: Mid-Hudson Region County: Schenectady |WDB Name: CAPITAL DISTRICT | Region: Capital Region,"Stephanie Jones, HR Director",(813) 326-5052,Food Service,164,164,164,----,NA,NA,"The business will be permanently closing its operations at Oneida, Ulster, Pattersonville and Sloatsburg (Travel Plaza), located on the NY Thruway, as a result of the expiration of its contract with the New York State Thruway Authority. Consequently, 164 employees at the Travel Plazas will be separated between 7/29/2021 and 8/11/2021, but most likely at the close of business on 7/29/2021.","7/29/2021 Note: After the Company closes its operation, the Travel Plaza will be operated by Applegreen. Applegreen has expressed its intent to hire as many HMS Host associates at the Travel Plaza as possible upon assuming control of the operations at the Travel Plaza.",Expiration of contract,52-1176118,The employees are not represented by a union.,"Plant Closing HMS Host Family Restaurants, Inc. sites: 2020-0456: Oneida Travel Plaza on NY Thruway, 5365 State Rt #233 Mile Post 244 E. NY State Thruway, Westmoreland, NY 13490 (42 employees affected) 2020-0457: Ulster Travel Plaza on NY Thruway, Mile Post 96 South NY State Thruway, Ruby, NY 12475 (31 employees affected) Sloatsburg Travel Plaza on NY Thruway, Mile Post 33 NY State Thruway, Sloatsburg, NY 10974 Sloatsburg: (46 employees affected) 2020-0458: Pattersonville Travel Plaza on NY Thruway, HMSHOST Rd #2 Milepost 168N NY State Thruway, Pattersonville, NY 12137 (45 employees affected)"
4/27/21,27-Apr-21,Apr-21,NA,"2020-0459, 2020-0460, 2020-0461, 2020-0462, 2020-0463","Elias Flores, Mike Clark, Jacqueline Huertas, Karl Price",Plant Closing,"HMS Host Family Restaurants, Inc.",County: Westchester- Ulster |WDB Name: WESTCH/PTNM/ULSTER| Region: Mid-Hudson Region,Westchester- Ulster |Wdb Name: Westch/Ptnm/Ulster| Region: Mid-Hudson Region County: Herkimer- Madison|Wdb Name: Hmo | Region: Mohawk Valley Region County: Greene |Wdb Name: Columbia/Greene | Region: Capital Region County: Ontario- Seneca |Wdb Name: Finger Lakes | Region: Finger Lakes Region County: Syracuse |Wdb Name: Onondaga | Region: Central Region,Westchester- Ulster,Westch/Ptnm/Ulster,Mid-Hudson Region County: Herkimer- Madison|WDB Name: HMO | Region: Mohawk Valley Region County: Greene |WDB Name: COLUMBIA/GREENE | Region: Capital Region County: Ontario- Seneca |WDB Name: FINGER LAKES | Region: Finger Lakes Region County: Syracuse |WDB Name: ONONDAGA | Region: Central Region,"Stephanie Jones, HR Director",(813) 326-5052,Food Service,299,299,299,----,NA,NA,"The business will be permanently closing its Regional Offices in Syracuse and operations at Ardsley, Indian Castle, Iroquois, Chittenango, Clifton Springs, Junius Ponds, New Baltimore, and Plattekill (Travel Plazas), located on the NY Thruway, as a result of the expiration of its contract with the New York State Thruway Authority. Consequently, 299 associates at the Regional Office and Travel Plaza will be terminated between 7/29/2021 and 8/11/2021, but most likely at the close of business on 7/29/2021.","7/29/2021 Note: After the Company closes its operation, the Travel Plaza will temporarily close and will be operated by Applegreen when it reopens. Applegreen has expressed its intent to hire as many HMS Host associates as possible upon re-opening the Travel Plaza.",Expiration of contract,52-1176118,The employees are not represented by a union.,"Plant Closing 2020-0459: Ardsley Travel Plaza on NY Thruway, Milepost 6N,Hastings on Hudson, NY 10706 (24 employees affected) Plattekill Travel Plaza on NY Thruway, Mile Post 65N NY Thruway, Plattekill, NY 12568 (46 employees affected) 2020-0460: Indian Castle Travel Plaza Rt 5 S, Rd #3 Mile Post 210 East Little Falls NY 13365 (28 employees affected) Chittenango Service Area RD#4 214-C-1 RR5 Box 56 Canosta NY 13032 (39 employees affected) Iroquis Travel Plaza Box 583 (315-823-3605) Little Falls NY 13365 (38 employees affected)"
2/8/21,8-Feb-21,Feb-21,Amendment: 4/26/2021,2020-0420,Stuart Goldberg,Plant Closing,"Hawkfish, LLC",120 Park Ave,New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Josh Mendelsohn, Chief Executive Officer, Hawkfish, LLC",(855) 492-1033,US political data and technology-based agency.,108,108,108,108,108,0,Permanent separations for four (4) employees will be postponed from 5/9/2021 to 5/31/2021. Their continued assistance is necessary to successfully wind down the company’s operations which is permanently closing on 5/9/2021.,5/9/21,Economic,83-3792922,The employees are not represented by a union.,Plant Closing
4/23/21,23-Apr-21,Apr-21,NA,2020-0455,Frederick Danks,Plant Closing,SS. Cyril and Methodius School,105 Half Hollow Road,Suffolk |Wdb Name: Suffolk | Region: Long Island,Suffolk,Suffolk,Long Island,"Patricia Kerner, Director of Human Resources of the Dioces of Rockville Centre",(516) 280-4124,Parochial School,28,28,28,28,28,0,"The school will be permanently closing the end of this school year on June 21, 2021. Separations for all 28 affected employees will occur on June 21, 2021.",6/21/21,Economic - Unforeseeable business circumstances prompted by COVID- 19.,11-2340635,The employees are not represented by a union.,Plant Closing
4/23/21,23-Apr-21,Apr-21,NA,2020-0454,Frederick Danks,Plant Closing,Our Lady of Providence Regional School,82 Carleton Avenue,Suffolk |Wdb Name: Suffolk | Region: Long Island,Suffolk,Suffolk,Long Island,"Patricia Kerner, Director of Human Resources of the Diocese of Rockville Centre",(516) 280-4124,Parochial school,27,27,27,27,27,0,"The school will be permanently closing the end of this school year on June 22, 2021. Separations for all 27 affected employees will occur on June 22, 2021.",6/22/21,Economic - Unforeseeable business circumstances prompted by COVID- 19.,11-3095904,The employees are not represented by a union.,Plant Closing
3/29/21,29-Mar-21,Mar-21,NA,2020-0453,Stuart Goldberg,Plant Closing,MBJ South Inc. (at New York City College of Technology),300 Jay Street,Kings|Wdb Name: New York City | Region: New York City,Kings,New York City,New York City,"Cristina Rugoso, Company Liaison",(212) 582-1629,"Perform cafeteria, dining, catering, and other food related services.",22,22,22,22,22,0,Temporary separations for 22 employees will become permanent separations effective 4/2/2021.,4/2/21,CUNY City Tech terminated contract with MBJ South Inc.,46-0756518,The employees are not represented by a union.,Plant Closing
4/16/21,16-Apr-21,Apr-21,NA,2020-0452,Michele Taylor,Plant Layoff,"ADESA New York, LLC",12200 Main Rd,Erie |Wdb Name: Erie | Region: Western Region,Erie,Erie,Western Region,"Tara Smith, VP Human Resources",(317) 838-7801,"Support, tools and services to buy and sell used vehicles via hosted auctions online",22,22,22,87,87,65,"Furloughs that began on 1/17/2021 for 22 employees may become permanent separations on 7/17/2021 (13), 8/26/2021 (4), 9/17/2021 (4), and 9/29/2021 (1).",----,Economic,16-1307133,The employees are not represented by a union.,Plant Layoff
4/8/20,8-Apr-20,Apr-20,Amendment: 4/16/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,273,273,273,----,NA,NA,An additional three (3) employees have been permanently separated on 4/2/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
5/18/20,18-May-20,May-20,Amendment: 3/31/2021,"2019-1680, 2019-1700, 2019-1701","Regenna Darrah, Michael Clark, and Vikki Kaufman",Plant Closing/Plant Layoff,The YMCA of Greater Rochester,Association Office and all branches in Monroe County,Monroe |Wdb Name: Monroe | Region: Finger Lakes Region Ontario |Wdb Name: Ontario/Wayne/Senecca/Yates | Region: Finger Lakes Region Herkimer |Wdb Name: Herkimer/Madison/Oneida | Region: Mohawk Valley Region Steuben |Wdb Name: Chemung/Schuyler/Steuben | Region: Southern Tier,Monroe,Monroe,Finger Lakes Region Ontario |WDB Name: ONTARIO/WAYNE/SENECCA/YATES | Region: Finger Lakes Region Herkimer |WDB Name: HERKIMER/MADISON/ONEIDA | Region: Mohawk Valley Region Steuben |WDB Name: CHEMUNG/SCHUYLER/STEUBEN | Region: Southern Tier,"Deanna Ross, Company Liaison",(585) 263-3926,Social Organization,"2,133",2133,2133,"2,133 (total impacted for all sites)",2133,0,"Furloughs that began on 11/24/2020 for 42 employees became permanent separations effective March 31, 2021. This is due to the closing of the Carlson YMCA’s traditional health and wellness membership and administrative operations on March 31, 2021. The Carlson YMCA’s childcare services remain uninterrupted (32 employees).",3/15/20,Unforeseeable business circumstances prompted by COVID-19.,16-0743242,The employees are not represented by a union.,"Plant Closing/Plant Layoff Furloughs lasting longer than six months will likely be carried out at the following YMCA locations: Association Office, 444 East Main Street Rochester, NY 14604 (3 affected employees) Bay View Branch, 1209 Bay Road, Webster, NY 14580 (58 affected employee)"
7/17/20,17-Jul-20,Jul-20,Amendment: 4/13/2021,2020-0050,Stuart Goldberg,Plant Closing/Temporary Plant Closing,Pret A Manger (USA) Ltd.,Multiple Locations,New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Jasmyn Burke, Director - People",(917) 767-4228,Restaurant,875,875,875,----,NA,NA,"Furloughs that began on April 3, 2020 for 184 employees will become permanent separations effective May 31, 2021.",12/18/20,Unforeseeable business circumstances prompted by COVID-19 and the temporary closing of several sites per government shutdown orders.,52-2191416,The employees are not represented by a union.,Plant Closing/Temporary Plant Closing Pret A Manger (USA) Ltd New York City sites: 100 Church Street (1 employee affected) 116th and Broadway (1 employee affected) 12th and Broadway (5 employees affected) 179 Broadway (3 employees affected)
4/9/21,9-Apr-21,Apr-21,NA,2020-0451,Elias Flores,Plant Closing,"Mid-Hudson Valley Staffco (assigned to North Road LHCSA, Inc.)",1 Webster Ave.,Dutchess |Wdb Name: Dutchess | Region: Mid-Hudson Region,Dutchess,Dutchess,Mid-Hudson Region,"Nancy Estremera, Sr. Director, Human Resources",(845) 431-8145,Professional Employer Organization,42,42,42,----,NA,NA,"Permanent separations for 42 Mid-Hudson Valley Staffco employees assigned to North Road LHCSA, Inc. will occur on July 14, 2021 or within 14 days thereafter. These separations are the result of the closing of North Road LHCSA, Inc.",7/14/21,The primary reason for the closure of the LHCSA is an inability to identify and retain a sufficient number of staff.,46-5076007,The employees are not represented by a union.,Plant Closing
3/31/21,31-Mar-21,Mar-21,NA,2020-0450,Elias Flores,Possible Plant Closing,Endo Par Pharmaceutical,"1, 2, & 6 Ram Ridge Rd.",Rockland |Wdb Name: Rockland | Region: Mid-Hudson Region,Rockland,Rockland,Mid-Hudson Region,"Sheila Dolan, Executive Director, Human Resources",(484) 216-7555,"Pharmaceutical company delivering quality medicines through excellence in innovation, development, manufacturing and commercialization.",41,41,41,334 (entire facility),334,293,"Permanent separations will occur on July 1, 2021 affecting 41 employees. Eventually, the 1 & 2 Ram Ridge Road (Manufacturing) locations may be closing.",To be determined,Possible sale of business,52-2035829,The employees are not represented by a union.,Possible Plant Closing
3/1/21,1-Mar-21,Mar-21,Amendment: 3/31/2021,2020-0427,Elias Flores,Plant Closing (1st Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,1 2 7,1,1,The college currently has approximately 300 employees on site.,NA,NA,"The first phase of separations are expected to commence during the 14-day period starting on May 31, 2021 and will affect 127 employees. Seven (7) employee separations have been postponed from the 14-day period starting on 5/31/2021 to the 14-day period starting on 6/30/2021 and three (3) employee separations have been postponed from the 14-day period starting on 5/31/2021 to the 14-day period starting on 8/31/2021.",To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (1st Phase)
3/30/20,30-Mar-20,Mar-20,Amendment: 3/31/2021,2019-0933,Stuart Goldberg,Temporary Plant Layoff/Plant Layoff,"1661, Inc. dba GOAT and Flight Club New York, LLC",812 Broadway,New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Daniel Bay, Associate VP, People",(415) 689-4168,Footwear Retailer,78,78,78,-----,NA,NA,"Furloughs that began on March 30, 2020 for 17 employees will become permanent separations effective March 31, 2021.",-----,Unforeseeable business circumstances prompted by COVID-19.,82-3808652,The employees are not represented by a union.,Temporary Plant Layoff/Plant Layoff
3/31/21,31-Mar-21,Mar-21,NA,2020-0449,Elias Flores,Plant Closing (2nd Phase),Concordia College,171 White Plains Rd.,Westchester |Wdb Name: Westch/Ptnm | Region: Mid-Hudson Region,Westchester,Westch/Ptnm,Mid-Hudson Region,"Theresa Vidal, Director of Human Resources",(914) 337-9300 Ext: 2116,Liberal arts college,29,29,29,The college currently has approximately 300 employees on site.,NA,NA,A second wave of separations will occur during the 14-day period starting on 6/30/2021 affecting 29 employees.,To be determined,Unforeseeable business circumstances prompted by COVID-19.,13-1740448,The employees are not represented by a union.,Plant Closing (2nd Phase)
3/31/21,31-Mar-21,Mar-21,NA,2020-0448,Karl Price,Plant Closing,"Durham School Services, L.P.",6730 Pickard Drive,Onondaga |Wdb Name: Onondaga | Region: Central Region,Onondaga,Onondaga,Central Region,"Corina Nelson, Director Human Resources",(315) 454-8601,School Transportation Services,67,67,67,67,67,0,"As a result of the termination of Durham’s contract with the Arc of Onondaga on 10/31/2020 and the Onondaga County Preschool contract due to expire on 6/30/2021, Durham will permanently cease operations effective 6/30/2021 affecting 67 employees.",6/30/21,Loss of Contract,95-3320487,SEIU Local 200 United,Plant Closing
3/31/21,31-Mar-21,Mar-21,NA,2020-0447,Stuart Goldberg,Plant Layoff,"Catholic Charities Neighborhood Services, Inc.",(Cabrini Regional Grant Youth Employment Program),Queens |Wdb Name: New York City | Region: New York City,Queens,New York City,New York City,"Jacqueline Gibbons, Senior Vice President of Human Resources",(718) 722-6181,Provides 6-week internship program for young adults ages 14-24 with placements in a variety of settings.,2,2,2,----,NA,NA,"Due to grant funding ending, two (2) positions will be permanently eliminated effective June 30, 2021.",----,Economic- due to the lack of funding.,11-2047151,The employees are not represented by a union.,Plant Layoff
3/19/20,19-Mar-20,Mar-20,Amendment: 3/1/2021,2019-0517,Stuart Goldberg,Temporary Plant Closing/Plant Layoff,The Plaza - Sahara Plaza LLC,768 Fifth Ave,New York | Wdb Name: New York City | Region: New York City,NA,New York City,New York City,"Karen Wenger, Director, Talent & Culture",(732) 259-4231,Hotel,531,531,531,-----,NA,NA,Furloughs that began on or about 3/22/2020 for 73 non-union employees will continue until approximately June 2021. A total of 31 employees were permanently separated in July 2020 and August 2020. The hotel currently remains temporarily closed.,3/28/21,Unforeseeable business circumstances prompted by COVID-19,90-0873397,"Local 6, Local 153, Local 3, and Local 94",Temporary Plant Closing/Plant Layoff
3/17/20,17-Mar-20,Mar-20,Amendment: 2/27/2021,2019-0554,Stuart Goldberg,Temporary Plant Closing/Plant Layoff,The Sofitel New York - Normandy LLC,45 West 44th Street,New York | Wdb Name: New York City | Region: New York City,NA,New York City,New York City,"Bill McCarthy, Director, Talent & Culture",(212) 782-3028,Hotel,225,225,225,-----,NA,NA,Furloughs that began on or about 3/22/2020 for 15 non-union employees will continue until approximately June 2021. The hotel currently remains temporarily closed.,3/22/20,Unforeseeable business circumstances prompted by COVID-19,-----,"Local 6, Local 153, Local 3, and Local 94",Temporary Plant Closing/Plant Layoff
1/5/21,5-Jan-21,Jan-21,NA,2020-0446,Vikki Kaufman,Plant Closing,Genex Cooperative,522 Sheffield Rd,Tompkins |Wdb Name: Tompkins | Region: Southern Region,Tompkins,Tompkins,Southern Region,Ron Schmalz VP Human Resources,(715) 526-7517,Agriculture - GENEX is a global cooperative providing innovative genetics and reproductive solutions to dairy and beef member and customers. Our Ithaca location cares for our livestock (bulls) and processes our product (bovine semen).,30,30,30,30,30,0,"The business will be permanently closing on or about June 30, 2021 impacting 30 employees. The business is moving the livestock to other facilities owned by GENEX.","The facility will be closing permanently on June 30,2021",Moving the livestock (bulls) to other facilities owned by GENEX.,30-1130453,The employees are not represented by a union.,Plant Closing
3/23/21,23-Mar-21,Mar-21,NA,2020-0444,Frederick Danks,Plant Closing,St. Christopher School,15 Pershing Blvd.,Nassau |Wdb Name: Hempstead | Region: Long Island,Nassau,Hempstead,Long Island,"Patricia Kerner, Dir of HR services to St. Christopher School",(516) 280-4124,Provide educational services,31,31,31,31,31,0,"The school will be permanently closing the end of this school year, June 2021, affecting 31 employees.",End of June 2021,Economic,----,The employees are not represented by a union.,Plant Closing
3/19/21,19-Mar-21,Mar-21,NA,2020-0445,Frederick Danks,Plant Closing,St. Raymond School,263 Atlantic Ave.,Nassau |Wdb Name: Hempstead | Region: Long Island,Nassau,Hempstead,Long Island,"Patricia Kerner, Dir of HR services to St. Christopher School",(516) 280-4124,Provide educational services,18,18,18,18,18,0,"The school will be permanently closing the end of this school year, June 2021, affecting 18 employees.",End of June 2021,Economic,----,The employees are not represented by a union.,Plant Closing
4/8/20,8-Apr-20,Apr-20,Amendment: 3/29/2021,2019-1187,Stuart Goldberg,Plant Layoff,Michael Page International Inc.,"622 Third Avenue, 29th Floor",New York |Wdb Name: New York City | Region: New York City,New York,New York City,New York City,"Alyssa Williams, Head of HR Operations",(203) 905-5216,Employment Agency,270,270,270,----,NA,NA,An additional four (4) employees have been permanently separated on 3/12/2021. Separations began on or about 4/8/2020.,-----,Unforeseeable business circumstances prompted by COVID-19.,65-0790985,The employees are not represented by a union.,Plant Layoff
11/11/20,11-Nov-20,Nov-20,Amendment: 3/11/2021,2020-0358,Karl Price,Plant Closing,"BCS Automotive Interface Solutions U.S., LLC",2150 Cranebrook Drive,Cayuga |Wdb Name: Cayuga/Cort | Region: Central Region,Cayuga,Cayuga/Cort,Central Region,Kimberly Higley. Auburn Plant Manager,(720) 202-3606,Supplying vehicle manufacturers globally,138,138,138,138,138,0,"Separations for 138 employees will begin on June 17, 2021 (118) and June 30, 2021 (30) rather than between March 19, 2021 through April 9, 2021.",6/30/21,"Economic - transferring products/production lines to their Winona, Minnesota and Reynosa, Mexico facilities .",82-4699941,"National ICWU International Representative Frank Cyphers, ICWU Local 192-C President Terri Alcock, ICWU Unit Chair/Chief Steward Gerry Setley",Plant Closing
7/30/20,30-Jul-20,Jul-20,Rescission: 1/11/2021,2020-0082,Stuart Goldberg,Temporary Plant Layoff,Republic Airways Inc.,"LaGuardia Airport, Ditmars Boulevard and 94th Street",Queens |Wdb Name: New York City | Region: New York City,Queens,New York City,New York City,"Heather Stone, Vice President Human Resources",(317) 484-6000,Regional airline subsidiary of Republic Airways Holdings,234 (total employees affected at both sites),234,0,----,NA,NA,Furloughs that were expected to begin in October 2020 affecting 234 employees were rescinded.,----,Unforeseeable business circumstances prompted by COVID-19.,06-1562737,"International Brotherhood of Teamsters , Airline Division","Temporary Plant Layoff Other Republic Airways Inc. site: 7 North Drive, Bowery Bay Blvd, Dock 2, Flushing, NY 11371"
3/24/21,24-Mar-21,Mar-21,NA,2020-0443,Stuart Goldberg,Plant Closing,Hebrew Academy for Special Children,555 Remsen Ave.,Kings |Wdb Name: New York City | Region: New York City,Kings,New York City,New York City,"Cheryl Follman, HR Director",(718) 686-5957,"Provide educational and clinical services to individuals from infancy through adulthood, who exhibit developmental delays.",75,75,75,75,75,0,Separations will occur on or about 6/25/2021 (65) and on or about 6/30/2021 (10).,"The school will be permanently closing on or about June 30, 2021 affecting 75 employees.",Economic,11-2107335,The employees are not represented by a union.,Plant Closing
2/25/21,25-Feb-21,Feb-21,NA,2020-0425,Elias Flores,Plant Layoff,Endo Par Pharmaceutical,6 Ram Ridge Rd. (Office and Administration),Rockland |Wdb Name: Rockland | Region: Mid-Hudson Region,Rockland,Rockland,Mid-Hudson Region,"Sheila Dolan, Executive Director, Human Resources",(484) 216-7555,"Pharmaceutical company delivering quality medicines through excellence in innovation, development, manufacturing and commercialization.",31,31,31,177,177,146,"Separations will occur between June 1, 2001 and September 1, 2021.",-----,Economic,52-2035829,The employees are not represented by a union.,Plant Layoff
